project_id,load_area,technology,plant_name,eia_id,capacity_mw,heat_rate,cogen_thermal_demand_mmbtus_per_mwh,start_year,forced_retirement_year,overnight_cost,connect_cost_per_mw,fixed_o_m,variable_o_m
1157628588,CO_E,Wind_EP,Wind_EP_188,0,60,0,0,2006,9999,2070977.5,66201.59,60319.8,0
1157628589,CO_E,Wind_EP,Wind_EP_187,0,75,0,0,2007,9999,2070977.5,66201.59,60319.8,0
1157628590,CO_E,Wind_EP,Wind_EP_192,0,4.5,0,0,2004,9999,2070977.5,66201.59,60319.8,0
1157628591,CO_E,Wind_EP,Wind_EP_180,0,22.5,0,0,2009,9999,2070977.5,66201.59,60319.8,0
1157628592,CO_E,Wind_EP,Wind_EP_181,0,151.8,0,0,2009,9999,2070977.5,66201.59,60319.8,0
1157628593,CO_E,Wind_EP,Wind_EP_190,0,1.5,0,0,2004,9999,2070977.5,66201.59,60319.8,0
1157628594,CO_E,Wind_EP,Wind_EP_191,0,1.5,0,0,2004,9999,2070977.5,66201.59,60319.8,0
1157628595,CO_E,Wind_EP,Wind_EP_186,0,264,0,0,2007,9999,2070977.5,66201.59,60319.8,0
1157628596,CO_E,Wind_EP,Wind_EP_185,0,136.5,0,0,2007,9999,2070977.5,66201.59,60319.8,0
1157628597,CO_E,Wind_EP,Wind_EP_194,0,29.7,0,0,2001,9999,2070977.5,66201.59,60319.8,0
1157628598,WA_N_CEN,Wind_EP,Wind_EP_657,0,228.6,0,0,2006,9999,2313328.5,73948.68,67378.5,0
1157628599,CO_DEN,Wind_EP,Wind_EP_183,0,221,0,0,2007,9999,2070977.5,66201.59,60319.8,0
1157628600,CO_DEN,Wind_EP,Wind_EP_184,0,79.5,0,0,2007,9999,2070977.5,66201.59,60319.8,0
1157628601,CO_DEN,Wind_EP,Wind_EP_195,0,9.9,0,0,2001,9999,2070977.5,66201.59,60319.8,0
1157628602,CO_DEN,Wind_EP,Wind_EP_189,0,0.1,0,0,2005,9999,2070977.5,66201.59,60319.8,0
1157628603,CO_DEN,Wind_EP,Wind_EP_197,0,4.5,0,0,1999,9999,2070977.5,66201.59,60319.8,0
1157628604,CO_DEN,Wind_EP,Wind_EP_196,0,16.5,0,0,1999,9999,2070977.5,66201.59,60319.8,0
1157628605,CO_DEN,Wind_EP,Wind_EP_198,0,0.6,0,0,1999,9999,2070977.5,66201.59,60319.8,0
1157628606,WA_ID_AVA,Wind_EP,Wind_EP_650,0,7.2,0,0,2008,9999,2115045.5,67610.225,61603.2,0
1157628607,WA_ID_AVA,Wind_EP,Wind_EP_655,0,140.4,0,0,2007,9999,2115045.5,67610.225,61603.2,0
1157628608,WA_ID_AVA,Wind_EP,Wind_EP_651,0,70.2,0,0,2008,9999,2115045.5,67610.225,61603.2,0
1157628609,WA_ID_AVA,Wind_EP,Wind_EP_658,0,149.4,0,0,2005,9999,2115045.5,67610.225,61603.2,0
1157628610,NM_S_TX_EPE,Wind_EP,Wind_EP_630,0,1.3,0,0,2001,9999,2115045.5,67610.225,61603.2,0
1157628611,CA_SCE_CEN,Wind_EP,Wind_EP_1,0,15,0,0,2010,9999,2467555,78878.5,71870.4,0
1157628612,CA_SCE_S,Wind_EP,Wind_EP_2,0,5,0,0,2010,9999,2467555,78878.5,71870.4,0
1157628613,WY_SE,Wind_EP,Wind_EP_59,0,99,0,0,2010,9999,2159102,69018.745,62886.6,0
1157628614,WY_SE,Wind_EP,Wind_EP_60,0,101.2,0,0,2010,9999,2159102,69018.745,62886.6,0
1157628615,WY_SE,Wind_EP,Wind_EP_58,0,99,0,0,2010,9999,2159102,69018.745,62886.6,0
1157628616,MT_NE,Wind_EP,Wind_EP_30,0,103.5,0,0,2010,9999,2093011.5,66905.85,60961.5,0
1157628617,OR_WA_BPA,Wind_EP,Wind_EP_52,0,98.9,0,0,2010,9999,2291294.5,73244.305,66736.8,0
1157628618,OR_WA_BPA,Wind_EP,Wind_EP_40,0,63,0,0,2010,9999,2291294.5,73244.305,66736.8,0
1157628619,OR_WA_BPA,Wind_EP,Wind_EP_53,0,50,0,0,2010,9999,2291294.5,73244.305,66736.8,0
1157628620,OR_WA_BPA,Wind_EP,Wind_EP_39,0,174.8,0,0,2010,9999,2291294.5,73244.305,66736.8,0
1157628621,OR_WA_BPA,Wind_EP,Wind_EP_41,0,98.7,0,0,2010,9999,2291294.5,73244.305,66736.8,0
1157628622,OR_WA_BPA,Wind_EP,Wind_EP_56,0,232.3,0,0,2010,9999,2291294.5,73244.305,66736.8,0
1157628623,UT_S,Wind_EP,Wind_EP_50,0,58.5,0,0,2010,9999,2093011.5,66905.85,60961.5,0
1157628624,UT_S,Wind_EP,Wind_EP_49,0,145,0,0,2010,9999,2093011.5,66905.85,60961.5,0
1157628625,CO_E,Wind_EP,Wind_EP_3,0,51,0,0,2010,9999,2070977.5,66201.59,60319.8,0
1157628626,WA_N_CEN,Wind_EP,Wind_EP_54,0,90,0,0,2010,9999,2313328.5,73948.68,67378.5,0
1157628627,WA_N_CEN,Wind_EP,Wind_EP_55,0,44,0,0,2010,9999,2313328.5,73948.68,67378.5,0
1157628628,CA_SCE_CEN,Wind_EP,Wind_EP_173,0,1,0,0,1996,9999,2467555,78878.5,71870.4,0
1157628629,CA_SCE_CEN,Wind_EP,Wind_EP_154,0,4,0,0,1996,9999,2467555,78878.5,71870.4,0
1157628630,CA_SCE_CEN,Wind_EP,Wind_EP_178,0,2.3,0,0,2005,9999,2467555,78878.5,71870.4,0
1157628631,CA_SCE_CEN,Wind_EP,Wind_EP_128,0,64,0,0,1985,9999,2467555,78878.5,71870.4,0
1157628632,CA_SCE_S,Wind_EP,Wind_EP_152,0,7.4,0,0,1991,9999,2467555,78878.5,71870.4,0
1157628633,CA_SCE_S,Wind_EP,Wind_EP_132,0,9.4,0,0,1990,9999,2467555,78878.5,71870.4,0
1157628634,CA_SCE_S,Wind_EP,Wind_EP_161,0,2,0,0,1996,9999,2467555,78878.5,71870.4,0
1157628635,CA_SCE_S,Wind_EP,Wind_EP_179,0,29.9,0,0,2005,9999,2467555,78878.5,71870.4,0
1157628636,CA_PGE_BAY,Wind_EP,Wind_EP_129,0,111.7,0,0,1991,9999,2753962.5,88034.11,80212.5,0
1157628637,CA_PGE_BAY,Wind_EP,Wind_EP_176,0,96.7,0,0,1991,9999,2753962.5,88034.11,80212.5,0
1157628638,CA_PGE_BAY,Wind_EP,Wind_EP_163,0,1,0,0,2005,9999,2753962.5,88034.11,80212.5,0
1157628639,CA_PGE_BAY,Wind_EP,Wind_EP_164,0,11.6,0,0,2005,9999,2753962.5,88034.11,80212.5,0
1157628640,CA_PGE_BAY,Wind_EP,Wind_EP_172,0,1.7,0,0,2005,9999,2753962.5,88034.11,80212.5,0
1157628641,CA_PGE_BAY,Wind_EP,Wind_EP_174,0,1.7,0,0,2005,9999,2753962.5,88034.11,80212.5,0
1157628642,CA_PGE_BAY,Wind_EP,Wind_EP_158,0,21.8,0,0,2005,9999,2753962.5,88034.11,80212.5,0
1157628643,CA_SCE_CEN,Wind_EP,Wind_EP_127,0,24,0,0,1990,9999,2467555,78878.5,71870.4,0
1157628644,CA_PGE_BAY,Wind_EP,Wind_EP_138,0,0.2,0,0,1990,9999,2753962.5,88034.11,80212.5,0
1157628645,CA_PGE_BAY,Wind_EP,Wind_EP_147,0,12.3,0,0,1990,9999,2753962.5,88034.11,80212.5,0
1157628646,CA_PGE_BAY,Wind_EP,Wind_EP_171,0,1.2,0,0,1990,9999,2753962.5,88034.11,80212.5,0
1157628647,CA_SCE_CEN,Wind_EP,Wind_EP_177,0,14.3,0,0,1990,9999,2467555,78878.5,71870.4,0
1157628648,CA_SCE_CEN,Wind_EP,Wind_EP_142,0,12.6,0,0,1990,9999,2467555,78878.5,71870.4,0
1157628649,CA_SCE_CEN,Wind_EP,Wind_EP_141,0,0.9,0,0,1990,9999,2467555,78878.5,71870.4,0
1157628650,CA_SCE_CEN,Wind_EP,Wind_EP_139,0,14.1,0,0,1990,9999,2467555,78878.5,71870.4,0
1157628651,CA_SCE_CEN,Wind_EP,Wind_EP_140,0,4.5,0,0,1990,9999,2467555,78878.5,71870.4,0
1157628652,CA_SCE_CEN,Wind_EP,Wind_EP_130,0,7,0,0,1990,9999,2467555,78878.5,71870.4,0
1157628653,CA_SCE_CEN,Wind_EP,Wind_EP_155,0,3.5,0,0,1990,9999,2467555,78878.5,71870.4,0
1157628654,CA_SCE_S,Wind_EP,Wind_EP_153,0,0.2,0,0,1990,9999,2467555,78878.5,71870.4,0
1157628655,CA_SCE_S,Wind_EP,Wind_EP_131,0,18.7,0,0,1990,9999,2467555,78878.5,71870.4,0
1157628656,CA_SCE_S,Wind_EP,Wind_EP_134,0,21.7,0,0,1990,9999,2467555,78878.5,71870.4,0
1157628657,CA_SCE_S,Wind_EP,Wind_EP_143,0,12.4,0,0,1990,9999,2467555,78878.5,71870.4,0
1157628658,CA_SCE_S,Wind_EP,Wind_EP_145,0,7.9,0,0,1990,9999,2467555,78878.5,71870.4,0
1157628659,CA_SCE_S,Wind_EP,Wind_EP_159,0,26,0,0,1990,9999,2467555,78878.5,71870.4,0
1157628660,CA_SCE_S,Wind_EP,Wind_EP_157,0,15.3,0,0,1990,9999,2467555,78878.5,71870.4,0
1157628661,CA_SCE_S,Wind_EP,Wind_EP_146,0,14.5,0,0,1990,9999,2467555,78878.5,71870.4,0
1157628662,CA_SCE_S,Wind_EP,Wind_EP_167,0,4.9,0,0,1990,9999,2467555,78878.5,71870.4,0
1157628663,CA_SCE_S,Wind_EP,Wind_EP_156,0,4,0,0,1990,9999,2467555,78878.5,71870.4,0
1157628664,CA_SCE_S,Wind_EP,Wind_EP_144,0,2.5,0,0,1990,9999,2467555,78878.5,71870.4,0
1157628665,CA_SCE_S,Wind_EP,Wind_EP_160,0,3.2,0,0,1990,9999,2467555,78878.5,71870.4,0
1157628666,CA_SCE_S,Wind_EP,Wind_EP_133,0,3.3,0,0,1990,9999,2467555,78878.5,71870.4,0
1157628667,CA_SCE_S,Wind_EP,Wind_EP_166,0,5.5,0,0,1990,9999,2467555,78878.5,71870.4,0
1157628668,CA_SCE_S,Wind_EP,Wind_EP_175,0,15.7,0,0,1990,9999,2467555,78878.5,71870.4,0
1157628669,CA_SCE_S,Wind_EP,Wind_EP_165,0,26.2,0,0,1990,9999,2467555,78878.5,71870.4,0
1157628670,CA_SCE_S,Wind_EP,Wind_EP_151,0,7.1,0,0,1990,9999,2467555,78878.5,71870.4,0
1157628671,CA_SCE_S,Wind_EP,Wind_EP_150,0,30.3,0,0,1990,9999,2467555,78878.5,71870.4,0
1157628672,CA_PGE_BAY,Wind_EP,Wind_EP_148,0,147.6,0,0,1990,9999,2753962.5,88034.11,80212.5,0
1157628673,CA_PGE_BAY,Wind_EP,Wind_EP_168,0,28,0,0,1990,9999,2753962.5,88034.11,80212.5,0
1157628674,CA_PGE_BAY,Wind_EP,Wind_EP_137,0,1.1,0,0,1990,9999,2753962.5,88034.11,80212.5,0
1157628675,CA_PGE_BAY,Wind_EP,Wind_EP_136,0,36.9,0,0,1990,9999,2753962.5,88034.11,80212.5,0
1157628676,CA_PGE_BAY,Wind_EP,Wind_EP_135,0,5.8,0,0,1990,9999,2753962.5,88034.11,80212.5,0
1157628677,CA_PGE_CEN,Wind_EP,Wind_EP_149,0,15.9,0,0,1990,9999,2401453,76765.72,69945.3,0
1157630402,NM_S_TX_EPE,Gas_Combustion_Turbine_EP,Copper,9,80.5,16.22960091,0,1980,9999,688929.35,67610.225,5400.546984,30.69892712
1157630403,AZ_NM_N,Coal_Steam_Turbine_EP,Escalante,87,257,11.02219963,0,1984,9999,3121226.5,67610.225,23614.56,3.809131176
1157630404,AZ_APS_E,Coal_Steam_Turbine_EP,Cholla,113,1128.8,10.52499962,0,1981,9999,3056205.5,66201.59,23122.59,3.729774276
1157630405,AZ_SE,DistillateFuelOil_Combustion_Turbine_EP,Douglas,114,21.4,18.88150024,0,1972,9999,674576.2,66201.59,5288.035589,30.05936614
1157630406,AZ_PHX,Gas_Combustion_Turbine_EP,Ocotillo,116,106.2,16.7682991,0,1973,9999,674576.2,66201.59,5288.035589,30.05936614
1157630407,AZ_PHX,Gas_Steam_Turbine_EP,Ocotillo,116,227.2,11.8071003,0,1960,9999,499949.85,66201.59,31890.74779,3.989499594
1157630408,AZ_PHX,CCGT_EP,West_Phoenix,117,1100.6,8.336999893,0,2003,9999,1256662.5,66201.59,6343.632089,3.689561105
1157630409,AZ_PHX,Gas_Combustion_Turbine_EP,West_Phoenix,117,106.2,17.23060036,0,1973,9999,674576.2,66201.59,5288.035589,30.05936614
1157630410,AZ_SE,Gas_Combustion_Turbine_EP,Saguaro,118,184.5,14.00319958,0,2002,9999,674576.2,66201.59,5288.035589,30.05936614
1157630411,AZ_SE,Gas_Steam_Turbine_EP,Saguaro,118,250,12.94890022,0,1955,9999,499949.85,66201.59,31890.74779,3.989499594
1157630412,AZ_APS_SW,Gas_Combustion_Turbine_EP,Yucca,120,95.5,17.53129959,0,1973,9999,674576.2,66201.59,5288.035589,30.05936614
1157630413,AZ_APS_SW,Gas_Steam_Turbine_EP,Yucca,120,86.7,10.9321003,0,1959,9999,499949.85,66201.59,31890.74779,3.989499594
1157630414,AZ_SE,Gas_Combustion_Turbine_EP,Demoss_Petrie,124,85,14.49639988,0,2001,9999,674576.2,66201.59,5288.035589,30.05936614
1157630415,AZ_SE,Gas_Combustion_Turbine_EP,H_Wilson_Sundt_Generating_Station,126,54,21.31760025,0,1972,9999,674576.2,66201.59,5288.035589,30.05936614
1157630416,AZ_SE,Coal_Steam_Turbine_EP,H_Wilson_Sundt_Generating_Station,126,173.3,11.02130032,0,1967,9999,3056205.5,66201.59,23122.59,3.729774276
1157630417,AZ_PHX,Gas_Combustion_Turbine_EP,Agua_Fria,141,222.9,18.74340057,0,1975,9999,674576.2,66201.59,5288.035589,30.05936614
1157630418,AZ_PHX,Gas_Steam_Turbine_EP,Agua_Fria,141,390.4,12.14719963,0,1961,9999,499949.85,66201.59,31890.74779,3.989499594
1157630419,AZ_PHX,CCGT_EP,Kyrene,147,292,7.710440159,0,2002,9999,1256662.5,66201.59,6343.632089,3.689561105
1157630420,AZ_PHX,Gas_Combustion_Turbine_EP,Kyrene,147,173.7,18.33650017,0,1973,9999,674576.2,66201.59,5288.035589,30.05936614
1157630421,CA_PGE_CEN,DistillateFuelOil_Combustion_Turbine_EP,McClure,151,142.4,17.21559906,0,1981,9999,782221.95,76765.72,6131.871055,34.85607351
1157630422,AZ_SE,Coal_Steam_Turbine_EP,Apache_Station,160,408,10.50930023,0,1979,9999,3056205.5,66201.59,23122.59,3.729774276
1157630423,CA_PGE_BAY,Gas_Steam_Turbine_EP,Contra_Costa,228,718,11.16100025,0,1964,2017,664826.5,88034.11,42407.9093,5.305185631
1157630424,CA_PGE_N,Gas_Steam_Turbine_EP,Humboldt_Bay,246,102.4,13.48499966,0,1958,9999,579728.8,76765.72,36979.69691,4.62612187
1157630425,CA_PGE_S,Gas_Steam_Turbine_EP,Dynegy_Morro_Bay_LLC,259,718,9.802009583,0,1963,2015,558454.95,73948.68,35622.64381,4.45635593
1157630426,CA_PGE_CEN,CCGT_EP,Dynegy_Moss_Landing_Power_Plant,260,1398,7.1394701,0,2002,9999,1457188,76765.72,7355.913805,4.278320855
1157630427,CA_PGE_CEN,Gas_Steam_Turbine_EP,Dynegy_Moss_Landing_Power_Plant,260,1404,10.14579964,0,1968,2017,579728.8,76765.72,36979.69691,4.62612187
1157630428,CA_PGE_BAY,Gas_Steam_Turbine_EP,Pittsburg_Power,271,1403.9,11.87290001,0,1972,2017,664826.5,88034.11,42407.9093,5.305185631
1157630429,CA_PGE_BAY,Gas_Steam_Turbine_EP,Potrero_Power,273,226,11.31470013,0,1965,9999,664826.5,88034.11,42407.9093,5.305185631
1157630430,CA_PGE_N,Geothermal_EP,Geysers_Unit_5_20,286,1163,21.0170002,0,1985,9999,7274313.5,76765.72,0,36.1384049
1157630431,UT_S,Geothermal_EP,Blundell,299,38.1,21.0170002,0,2007,9999,6339996,66905.85,0,31.49677492
1157630432,CA_SDGE,Gas_Steam_Turbine_EP,Encina,302,982,12.61810017,0,1978,2017,595685.05,78878.5,37997.48673,4.753446325
1157630433,CA_SDGE,DistillateFuelOil_Combustion_Turbine_EP,Dynergy_South_Bay_Power_Plant,310,15,14.95800018,0,1971,2011,803751.1,78878.5,6300.638148,35.81541498
1157630434,CA_SDGE,Gas_Steam_Turbine_EP,Dynergy_South_Bay_Power_Plant,310,713.9,10.96199989,0,1971,2011,595685.05,78878.5,37997.48673,4.753446325
1157630435,CA_SCE_S,Gas_Steam_Turbine_EP,AES_Alamitos_LLC,315,1922,11.08860016,0,1966,2020,595685.05,78878.5,37997.48673,4.753446325
1157630436,CA_SCE_CEN,CCGT_EP,Coolwater,329,580,10.37919998,0,1978,9999,1497300,78878.5,7558.370148,4.396072805
1157630437,CA_SCE_CEN,Gas_Steam_Turbine_EP,Coolwater,329,147.3,12.38869953,0,1962,9999,595685.05,78878.5,37997.48673,4.753446325
1157630438,CA_SCE_S,Gas_Steam_Turbine_EP,El_Segundo_Power,330,684,11.15799999,0,1965,2015,595685.05,78878.5,37997.48673,4.753446325
1157630439,CA_SCE_S,Gas_Steam_Turbine_EP,Etiwanda_Generating_Station,331,666,11.87650013,0,1963,9999,595685.05,78878.5,37997.48673,4.753446325
1157630440,CA_SCE_S,Gas_Steam_Turbine_EP,AES_Huntington_Beach_LLC,335,888,11.21240044,0,1961,2020,595685.05,78878.5,37997.48673,4.753446325
1157630441,CA_SCE_S,Gas_Combustion_Turbine_EP,Long_Beach_Generation_LLC,341,252,17.15660095,0,1976,9999,803751.1,78878.5,6300.638148,35.81541498
1157630442,CA_SCE_CEN,Gas_Combustion_Turbine_EP,Mandalay,345,138,10.51410007,0,1970,2020,803751.1,78878.5,6300.638148,35.81541498
1157630443,CA_SCE_CEN,Gas_Steam_Turbine_EP,Mandalay,345,436,10.43080044,0,1959,2020,595685.05,78878.5,37997.48673,4.753446325
1157630444,CA_SCE_CEN,Gas_Steam_Turbine_EP,Ormond_Beach,350,1612,10.29389954,0,1973,2020,595685.05,78878.5,37997.48673,4.753446325
1157630445,CA_SCE_S,Gas_Steam_Turbine_EP,AES_Redondo_Beach_LLC,356,1316.4,10.37930012,0,1967,2020,595685.05,78878.5,37997.48673,4.753446325
1157630446,CA_SCE_S,CCGT_EP,Mountainview_Power_LLC,358,1108.1,7.370930195,0,2006,9999,1497300,78878.5,7558.370148,4.396072805
1157630447,CA_SDGE,Nuclear_EP,San_Onofre,360,2254,10.48499966,0,1984,2012,7462545.5,78878.5,152125.68,0
1157630448,OR_WA_BPA,Nuclear_EP,Columbia_Generating_Station,371,1200,10.48499966,0,1984,9999,6929509,73244.305,141259.56,0
1157630449,CA_SCE_S,CCGT_EP,Grayson,377,90,11.86489964,0,1977,9999,1497300,78878.5,7558.370148,4.396072805
1157630450,CA_SCE_S,Gas_Combustion_Turbine_EP,Grayson,377,49.3,12.49979973,0,2004,9999,803751.1,78878.5,6300.638148,35.81541498
1157630451,CA_SCE_S,Bio_Gas_Steam_Turbine_EP,Grayson,377,108,14.47379971,0,1964,9999,2051508,78878.5,100369.171,17.96759975
1157630452,CA_IID,CCGT_EP,El_Centro,389,124.4,10.23499966,0,1993,9999,1497300,78878.5,7558.370148,4.396072805
1157630453,CA_IID,Gas_Steam_Turbine_EP,El_Centro,389,131.6,10.90130043,0,1968,9999,595685.05,78878.5,37997.48673,4.753446325
1157630454,CA_LADWP,CCGT_EP,Harbor,399,227,10.46940041,0,1994,2029,1497300,78878.5,7558.370148,4.396072805
1157630455,CA_LADWP,Gas_Combustion_Turbine_EP,Harbor,399,235,10.74050045,0,2002,2029,803751.1,78878.5,6300.638148,35.81541498
1157630456,CA_SCE_S,CCGT_EP,Haynes,400,604.3,8.267889977,0,2005,2029,1497300,78878.5,7558.370148,4.396072805
1157630457,CA_SCE_S,Gas_Steam_Turbine_EP,Haynes,400,1146,8.811149597,0,1967,2013,595685.05,78878.5,37997.48673,4.753446325
1157630458,CA_LADWP,Gas_Steam_Turbine_EP,Scattergood,404,823.2,11.00039959,0,1974,2015,595685.05,78878.5,37997.48673,4.753446325
1157630459,CA_LADWP,CCGT_EP,Valley,408,741,7.229869843,0,2004,9999,1497300,78878.5,7558.370148,4.396072805
1157630460,CA_LADWP,Gas_Combustion_Turbine_EP,Valley,408,47,7.244190216,0,2002,9999,803751.1,78878.5,6300.638148,35.81541498
1157630461,CA_SCE_S,Gas_Steam_Turbine_EP,Broadway,420,75,12.39890003,0,1965,9999,595685.05,78878.5,37997.48673,4.753446325
1157630462,CA_SCE_S,Gas_Combustion_Turbine_EP,Glenarm,422,178.6,10.49790001,0,2004,9999,803751.1,78878.5,6300.638148,35.81541498
1157630463,CO_E,DistillateFuelOil_Internal_Combustion_Engine_EP,Pueblo,460,10,10.97869968,0,1964,9999,505932.15,66201.59,3966.026956,30.05936614
1157630464,CO_E,Gas_Steam_Turbine_EP,Pueblo,460,22.5,14.03759956,0,2001,9999,499949.85,66201.59,31890.74779,3.989499594
1157630465,CO_SW,Coal_Steam_Turbine_EP,W_N_Clark,462,43.7,13.26539993,0,1959,9999,3056205.5,66201.59,23122.59,3.729774276
1157630466,CO_SW,Gas_Combustion_Turbine_EP,Alamosa,464,33,28.6970005,0,1977,9999,674576.2,66201.59,5288.035589,30.05936614
1157630467,CO_DEN,Coal_Steam_Turbine_EP,Arapahoe,465,160,12.27900028,0,1955,9999,3056205.5,66201.59,23122.59,3.729774276
1157630468,CO_NW,Coal_Steam_Turbine_EP,Cameo,468,66,14.60499954,0,1960,9999,3056205.5,66201.59,23122.59,3.729774276
1157630469,CO_DEN,Coal_Steam_Turbine_EP,Cherokee,469,801.2,10.32349968,0,1968,9999,3056205.5,66201.59,23122.59,3.729774276
1157630470,CO_E,Coal_Steam_Turbine_EP,Comanche,470,778.5,10.63239956,0,1975,9999,3056205.5,66201.59,23122.59,3.729774276
1157630471,CO_NW,Gas_Combustion_Turbine_EP,Fruita,471,18.6,35.76070023,0,1973,9999,674576.2,66201.59,5288.035589,30.05936614
1157630472,CO_DEN,Gas_Combustion_Turbine_EP,Valmont,477,45.2,13.72299957,0,1973,9999,674576.2,66201.59,5288.035589,30.05936614
1157630473,CO_DEN,Coal_Steam_Turbine_EP,Valmont,477,191.7,9.512180328,0,1964,9999,3056205.5,66201.59,23122.59,3.729774276
1157630474,CO_DEN,Gas_Steam_Turbine_EP,Zuni,478,115.2,30.23460007,0,1954,9999,499949.85,66201.59,31890.74779,3.989499594
1157630475,CO_E,Coal_Steam_Turbine_EP,Martin_Drake,492,257,11.06289959,0,1974,9999,3056205.5,66201.59,23122.59,3.729774276
1157630476,CO_E,Gas_Steam_Turbine_EP,George_Birdsall,493,59.6,13.4744997,0,1957,9999,499949.85,66201.59,31890.74779,3.989499594
1157630477,CO_SW,Gas_Internal_Combustion_Engine_EP,Delta,496,4.5,10.61460018,0,1956,9999,674576.2,66201.59,5288.035589,30.05936614
1157630478,CA_PGE_N,Geothermal_EP,Sonoma_California_Geothermal,510,78,21.0170002,0,1983,9999,7274313.5,76765.72,0,36.1384049
1157630479,CO_E,DistillateFuelOil_Internal_Combustion_Engine_EP,Trinidad,511,5.4,10.60289955,0,1999,9999,505932.15,66201.59,3966.026956,30.05936614
1157630480,CO_NW,Coal_Steam_Turbine_EP,Hayden,525,465.4,10.875,0,1976,9999,3056205.5,66201.59,23122.59,3.729774276
1157630481,CO_SW,Coal_Steam_Turbine_EP,Nucla,527,113.8,12.12419987,0,1991,9999,3056205.5,66201.59,23122.59,3.729774276
1157630482,CA_SMUD,Gas_Combustion_Turbine_EP,McClellan,535,77,14.16930008,0,1986,9999,782221.95,76765.72,6131.871055,34.85607351
1157630483,WA_ID_AVA,Bio_Solid_Steam_Turbine_EP,Kettle_Falls_Generating_Station,550,50.7,12.7677002,0,1983,9999,4127419,67610.225,97538.4,15.40079979
1157630484,MT_SW,DistillateFuelOil_Internal_Combustion_Engine_EP,Salmon_Diesel,817,5,10.5223999,0,1967,9999,511314.15,66905.85,4008.218732,30.37914663
1157630485,CA_PGE_N,Geothermal_EP,Bottle_Rock_Power,902,55,21.0170002,0,1985,9999,7274313.5,76765.72,0,36.1384049
1157630486,MT_SE,Coal_Steam_Turbine_EP,J_E_Corette_Plant,2187,172.8,10.67730045,0,1968,9999,3088716,66905.85,23368.575,3.769452726
1157630487,WY_SE,Gas_Internal_Combustion_Engine_EP,Sidney,2302,7.5,109.348999,0,1956,9999,703281.35,69018.745,5513.05838,31.33848811
1157630488,NV_S,CCGT_EP,Clark,2322,578.8,9.91547966,0,1994,9999,1403713,73948.68,7085.972014,4.121318255
1157630489,NV_S,Gas_Combustion_Turbine_EP,Clark,2322,72.4,14.42479992,0,1973,9999,753516.8,73948.68,5906.848264,33.57695154
1157630490,NV_S,Coal_Steam_Turbine_EP,Reid_Gardner,2324,636.8,11.40859985,0,1983,9999,3413844,73948.68,25828.425,4.166237224
1157630491,NV_S,Gas_Combustion_Turbine_EP,Sunrise,2326,85,14.4350996,0,1974,9999,753516.8,73948.68,5906.848264,33.57695154
1157630492,NV_S,Gas_Steam_Turbine_EP,Sunrise,2326,81.6,11.90139961,0,1964,9999,558454.95,73948.68,35622.64381,4.45635593
1157630493,NV_N,Gas_Steam_Turbine_EP,Fort_Churchill,2330,230,10.58479977,0,1971,9999,558454.95,73948.68,35622.64381,4.45635593
1157630494,NV_N,CCGT_EP,Tracy,2336,69.7,8.354510307,0,1994,9999,1403713,73948.68,7085.972014,4.121318255
1157630495,NV_N,Gas_Steam_Turbine_EP,Tracy,2336,244.8,11.89760017,0,1974,9999,558454.95,73948.68,35622.64381,4.45635593
1157630496,AZ_NM_N,Coal_Steam_Turbine_EP,Four_Corners,2442,2269.6,10.19830036,0,1970,9999,3121226.5,67610.225,23614.56,3.809131176
1157630497,NM_S_TX_EPE,Gas_Steam_Turbine_EP,Rio_Grande,2444,266.5,11.74300003,0,1972,9999,510587.35,67610.225,32569.27434,4.074382565
1157630498,NM_N,Gas_Steam_Turbine_EP,Reeves,2450,154,12.91660023,0,1962,9999,510587.35,67610.225,32569.27434,4.074382565
1157630499,AZ_NM_N,Coal_Steam_Turbine_EP,San_Juan,2451,1848,11.1885004,0,1982,9999,3121226.5,67610.225,23614.56,3.809131176
1157630500,AZ_NM_N,CCGT_EP,Animas,2465,18.6,9.747969627,0,1994,9999,1283400,67610.225,6478.602984,3.768062405
1157630501,NM_N,Gas_Internal_Combustion_Engine_EP,Raton,2468,8,9.011320114,0,2003,9999,688929.35,67610.225,5400.546984,30.69892712
1157630502,WY_NE,Gas_Combustion_Turbine_EP,Ben_French,3325,100,17.69440079,0,1979,9999,645871.05,63384.55,5063.012798,28.78024418
1157630503,WY_NE,Coal_Steam_Turbine_EP,Ben_French,3325,25,14.43929958,0,1961,9999,2926152,63384.55,22138.65,3.571060477
1157630504,NM_S_TX_EPE,CCGT_EP,Newman,3456,170,9.827130318,0,1975,9999,1283400,67610.225,6478.602984,3.768062405
1157630505,NM_S_TX_EPE,Gas_Steam_Turbine_EP,Newman,3456,285,11.11289978,0,1966,9999,510587.35,67610.225,32569.27434,4.074382565
1157630506,UT_S,Coal_Steam_Turbine_EP,Carbon,3644,188.6,11.50809956,0,1957,9999,3088716,66905.85,23368.575,3.769452726
1157630507,UT_N,Gas_Combustion_Turbine_EP,Gadsby,3648,141,12.0369997,0,2002,9999,681752.2,66905.85,5344.291287,30.37914663
1157630508,UT_N,Gas_Steam_Turbine_EP,Gadsby,3648,251.6,14.15540028,0,1955,9999,505268.6,66905.85,32230.01107,4.031941079
